ID,BirdID,Year,Date,SunriseTimeDaylightSavings,TimeCapt,TimeOfDay,Sex,SexMF,Stage,Ageminyears,Agecat,PCV,PCVcntr,PCVcntr2,PCV_percent,PCV_percent_cntr,PCV_percent_cntr2,Hb,Hbcntr,Hbcntr2,Hbdiv10,Hbdiv10cntr,Hbdiv10cntr2,TPP,TPPcntr,TPPcntr2,HL_original,Log10HL_original,Log10HL_original_cntr,Log10HL_original_cntr2,HLAllOlyas,Log10HLAllOlyas,Log10HLAllOlyas_cntr,Log10HLAllOlyas_cntr2,SMI,SMIcntr,SMIcntr2,Muscle,Musclecntr,Musclecntr2,Fat,Fatcntr,Fatcntr2,PC1,PC1sq,PC2,PC2sq,PC3,PC3sq,BinomialFledged
1,026-25490,4(2009-10),31-Dec-09,5:04,6:14,70,0,F,pre,6,A1Y,0.41,-0.070429,0.00496,41,-7,49,142,-34,1156,14.2,-3.4,11.56,4.8,-0.1479,0.021862,3.166667,0.500602,0.721164,0.520078,3.166667,0.500602,0.705974,0.4984,9.24,-0.8717,0.7599,1.5,-0.25,0.0607,2,0.06,0.0041,-1.92338,3.69939,2.856934,8.162072,-1.099001,1.207803,0
2,026-25491,3(2008-09),13-May-09,5:52,7:16,84,1,M,post,5,A1Y,0.47,-0.010429,0.000109,47,-1,1,180,4,16,18,0.4,0.16,5.1,0.1521,0.023147,0.126582,-0.897627,-0.677065,0.458418,0.098901,-1.004799,-0.799427,0.639083,10.69,0.5787,0.3349,0,-1.75,3.05,2,0.06,0.0041,-1.170837,1.370859,0.063763,0.004066,0.527451,0.278204,0
3,026-25512,3(2008-09),27-Apr-09,5:47,6:30,43,1,M,N,5,A1Y,0.5,0.019571,0.000383,50,2,4,190,14,196,19,1.4,1.96,4.3,-0.6479,0.419719,0.170732,-0.767686,-0.547124,0.299345,0.136364,-0.865301,-0.659929,0.435507,10.72,0.6143,0.3773,2,0.25,0.0643,1,-0.94,0.8756,1.167644,1.363393,-1.845509,3.405902,-0.807641,0.652284,1
4,026-25512,4(2009-10),29-Apr-10,5:48,10:43,295,1,M,post,6,A1Y,0.49,0.009571,0.000092,49,1,1,188,12,144,18.8,1.2,1.44,4.4,-0.5479,0.300147,0.851852,-0.069636,0.150926,0.022779,0.851852,-0.069636,0.135736,0.018424,11.05,0.9387,0.8812,2,0.25,0.0643,1,-0.94,0.8756,0.743153,0.552276,-0.740864,0.54888,-0.30092,0.090553,1
6,026-25513,3(2008-09),13-Mar-09,6:38,11:17,279,0,F,L,5,A1Y,0.48,-0.000429,0,48,0,0,148,-28,784,14.8,-2.8,7.84,4.5,-0.4479,0.200576,0.507692,-0.294399,-0.073838,0.005452,0.507692,-0.294399,-0.089027,0.007926,12.75,2.6429,6.9847,1.5,-0.25,0.0607,3,1.06,1.1327,-2.358087,5.560575,-1.302792,1.697267,0.000239,0,1
7,026-25517,3(2008-09),19-Feb-09,6:31,10:42,251,1,M,I,5,A1Y,0.52,0.039571,0.001566,52,4,16,191,15,225,19.1,1.5,2.25,4,-0.9479,0.898433,2.096774,0.321552,0.542113,0.293887,2.096774,0.321552,0.526924,0.277649,9.75,-0.3607,0.1301,1.5,-0.25,0.0607,2.5,0.56,0.3184,1.604464,2.574304,1.204366,1.450497,1.168295,1.364913,1
8,026-25520,3(2008-09),13-Mar-09,6:38,10:25,227,1,M,L,5,A1Y,0.46,-0.020429,0.000417,46,-2,4,185,9,81,18.5,0.9,0.81,6.4,1.4521,2.108719,0.342466,-0.465383,-0.244821,0.059937,0.342466,-0.465383,-0.260011,0.067606,9.27,-0.838,0.7023,2,0.25,0.0643,1,-0.94,0.8756,-0.106066,0.01125,-0.46302,0.214387,-0.276062,0.07621,1
9,026-29138,3(2008-09),9-Apr-09,5:43,5:35,-8,0,F,N,5,A1Y,0.53,0.049571,0.002457,53,5,25,190,14,196,19,1.4,1.96,5,0.0521,0.002719,0.616667,-0.20995,0.010612,0.000113,0.587302,-0.231139,-0.025767,0.000664,9.77,-0.3449,0.119,1,-0.75,0.5572,2.5,0.56,0.3184,0.943119,0.889474,0.526031,0.276709,1.552991,2.411781,1
10,026-29138,4(2009-10),23-Jan-10,5:18,9:00,222,0,F,I,6,A1Y,0.46,-0.020429,0.000417,46,-2,4,171,-5,25,17.1,-0.5,0.25,4.8,-0.1479,0.021862,2.846154,0.454258,0.67482,0.455382,2.846154,0.454258,0.65963,0.435112,10.63,0.5229,0.2734,1,-0.75,0.5572,3,1.06,1.1327,-1.231956,1.517716,1.630724,2.659261,1.13903,1.297388,1
12,026-29342,3(2008-09),25-Mar-09,6:40,8:31,111,1,M,I,5,A1Y,0.5,0.019571,0.000383,50,2,4,202,26,676,20.2,2.6,6.76,5,0.0521,0.002719,0.637931,-0.195226,0.025335,0.000642,0.637931,-0.195226,0.010146,0.000103,11.25,1.1355,1.2893,2,0.25,0.0643,2.5,0.56,0.3184,0.612191,0.374777,-1.550999,2.405599,1.227769,1.507418,0
13,026-29342,4(2009-10),4-Mar-10,5:36,9:55,259,1,M,N,6,A1Y,0.5,0.019571,0.000383,50,2,4,193,17,289,19.3,1.7,2.89,4.8,-0.1479,0.021862,2.846154,0.454258,0.67482,0.455382,2.846154,0.454258,0.65963,0.435112,9.85,-0.2578,0.0664,2,0.25,0.0643,2,0.06,0.0041,1.198056,1.435338,0.697155,0.486025,0.931003,0.866767,1
14,026-29349,3(2008-09),15-Apr-09,5:45,6:25,40,0,F,N,5,A1Y,0.48,-0.000429,0,48,0,0,187,11,121,18.7,1.1,1.21,4.2,-0.7479,0.55929,0.5,-0.30103,-0.080468,0.006475,0.5,-0.30103,-0.095658,0.00915,9.79,-0.3221,0.1037,2,0.25,0.0643,1,-0.94,0.8756,1.25668,1.579245,-0.104674,0.010957,-0.822608,0.676684,1
16,026-29363,3(2008-09),24-Feb-09,6:33,9:00,147,1,M,N,5,A1Y,0.52,0.039571,0.001566,52,4,16,185,9,81,18.5,0.9,0.81,5.2,0.2521,0.063576,0.114943,-0.939519,-0.718958,0.5169,0.114943,-0.939519,-0.734147,0.538972,9.98,-0.1259,0.0159,1.5,-0.25,0.0607,2,0.06,0.0041,0.714374,0.51033,-1.215117,1.476508,0.359848,0.129491,1
17,026-29455,3(2008-09),9-Mar-09,6:37,7:26,49,1,M,I,4,A1Y,0.53,0.049571,0.002457,53,5,25,208,32,1024,20.8,3.2,10.24,4.9,-0.0479,0.00229,8.9,0.94939,1.169952,1.368787,8.9,0.94939,1.154762,1.333475,9.58,-0.5278,0.2785,1.5,-0.25,0.0607,1.5,-0.44,0.1898,2.17868,4.746648,1.863115,3.471197,1.993263,3.973097,1
19,026-29456,3(2008-09),6-Apr-09,5:43,8:18,155,1,M,N,4,A1Y,0.49,0.009571,0.000092,49,1,1,170,-6,36,17,-0.6,0.36,4.4,-0.5479,0.300147,0.2,-0.69897,-0.478408,0.228875,0.369863,-0.431959,-0.226587,0.051342,10.23,0.1183,0.014,1,-0.75,0.5572,2,0.06,0.0041,-0.160592,0.02579,0.511935,0.262077,-0.029106,0.000847,1
21,026-29476,4(2009-10),16-Dec-09,4:56,10:25,329,1,M,pre,5,A1Y,0.44,-0.040429,0.001634,44,-4,16,156,-20,400,15.6,-2,4,5.2,0.2521,0.063576,0.754386,-0.122406,0.098155,0.009634,0.754386,-0.122406,0.082966,0.006883,10.27,0.1565,0.0245,1.5,-0.25,0.0607,3.5,1.56,2.447,-2.030737,4.123892,0.610439,0.372636,0.267925,0.071784,0
22,026-33190,4(2009-10),25-Dec-09,5:00,6:40,100,1,M,pre,5,A1Y,0.45,-0.030429,0.000926,45,-3,9,185,9,81,18.5,0.9,0.81,5,0.0521,0.002719,1.222222,0.08715,0.307712,0.094687,1.222222,0.08715,0.292522,0.085569,10.48,0.3706,0.1373,1.5,-0.25,0.0607,4,2.06,4.2613,-0.965035,0.931292,0.373124,0.139222,1.522411,2.317734,1
23,026-33360,4(2009-10),4-Mar-10,5:36,10:48,312,0,F,N,5,A1Y,0.47,-0.010429,0.000109,47,-1,1,165,-11,121,16.5,-1.1,1.21,4.5,-0.4479,0.200576,0.351351,-0.454258,-0.233697,0.054614,0.351351,-0.454258,-0.248886,0.061944,9.79,-0.3221,0.1037,1,-0.75,0.5572,3.5,1.56,2.447,-0.846427,0.716439,0.858345,0.736755,0.473658,0.224352,1
25,026-33390,4(2009-10),11-Dec-09,4:54,10:15,321,1,M,pre,5,A1Y,0.445,-0.035429,0.001255,44.5,-3.5,12.25,175,-1,1,17.5,-0.1,0.01,5.2,0.2521,0.063576,1.390244,0.143091,0.363653,0.132243,1.390244,0.143091,0.348463,0.121426,10.95,0.8388,0.7036,2,0.25,0.0643,3,1.06,1.1327,-1.279018,1.635888,-0.237213,0.05627,0.542716,0.294541,0
26,026-33551,3(2008-09),6-Mar-09,6:36,11:08,272,1,M,N,4,A1Y,0.47,-0.010429,0.000109,47,-1,1,190,14,196,19,1.4,1.96,4.4,-0.5479,0.300147,1.857143,0.268845,0.489407,0.239519,1.857143,0.268845,0.474217,0.224882,9.79,-0.316,0.0999,2,0.25,0.0643,0,-1.94,3.747,1.33152,1.772945,0.808151,0.653108,-0.906726,0.822151,0
27,026-33670,4(2009-10),9-Mar-10,5:37,8:44,187,1,M,I,5,A1Y,0.47,-0.010429,0.000109,47,-1,1,182,6,36,18.2,0.6,0.36,5.1,0.1521,0.023147,0.538462,-0.268845,-0.048284,0.002331,0.538462,-0.268845,-0.063473,0.004029,9.6,-0.5139,0.2641,1.5,-0.25,0.0607,2,0.06,0.0041,0.070754,0.005006,0.441486,0.19491,0.185849,0.03454,0
28,026-33750,3(2008-09),28-Feb-09,6:34,9:18,164,1,M,L,3,A1Y,0.475,-0.005429,0.000029,47.5,-0.5,0.25,164,-12,144,16.4,-1.2,1.44,5,0.0521,0.002719,0.546875,-0.262112,-0.04155,0.001726,0.546875,-0.262112,-0.05674,0.003219,9.55,-0.5563,0.3095,2,0.25,0.0643,1,-0.94,0.8756,0.043794,0.001918,0.26274,0.069032,-1.135709,1.289834,1
30,026-33750,4(2009-10),6-Apr-10,5:43,6:10,27,1,M,L,4,A1Y,0.465,-0.015429,0.000238,46.5,-1.5,2.25,160,-16,256,16,-1.6,2.56,4.8,-0.1479,0.021862,0.754386,-0.122406,0.098155,0.009634,0.754386,-0.122406,0.082966,0.006883,9.17,-0.9367,0.8774,2,0.25,0.0643,0,-1.94,3.747,0.272961,0.074508,0.958359,0.918452,-1.941859,3.770815,1
33,026-33764,3(2008-09),31-Mar-09,5:42,5:49,7,0,F,L,3,A1Y,0.45,-0.030429,0.000926,45,-3,9,153,-23,529,15.3,-2.3,5.29,5.2,0.2521,0.063576,0.137931,-0.860338,-0.639776,0.409314,0.052632,-1.278754,-1.073382,1.152148,11.64,1.5293,2.3387,1.5,-0.25,0.0607,1,-0.94,0.8756,-2.066678,4.271159,-2.135468,4.560224,-1.832213,3.357004,1
36,026-33764,4(2009-10),29-Apr-10,5:48,10:43,295,0,F,post,4,A1Y,0.48,-0.000429,0,48,0,0,180,4,16,18,0.4,0.16,4.8,-0.1479,0.021862,0.204819,-0.688629,-0.468068,0.219087,0.204819,-0.688629,-0.483257,0.233537,10.64,0.5341,0.2853,2,0.25,0.0643,2,0.06,0.0041,0.03401,0.001157,-1.446212,2.091529,-0.363338,0.132014,1
37,026-33901,4(2009-10),20-Dec-09,4:58,7:18,140,1,M,pre,4,A1Y,0.45,-0.030429,0.000926,45,-3,9,160,-16,256,16,-1.6,2.56,5.4,0.4521,0.204433,1.0625,0.026329,0.246891,0.060955,1.0625,0.026329,0.231701,0.053685,10.72,0.6143,0.3773,1,-0.75,0.5572,4,2.06,4.2613,-2.389272,5.708619,0.870916,0.758494,1.277976,1.633222,0
38,026-33905,4(2009-10),1-Mar-10,5:35,7:06,91,0,F,N,5,A1Y,0.48,-0.000429,0,48,0,0,177,1,1,17.7,0.1,0.01,5,0.0521,0.002719,0.333333,-0.477121,-0.25656,0.065823,0.333333,-0.477121,-0.271749,0.073848,10.13,0.0234,0.0005,2,0.25,0.0643,3,1.06,1.1327,-0.168135,0.028269,-0.793164,0.629109,0.312899,0.097906,1
39,026-33911,3(2008-09),19-Feb-09,6:31,10:17,226,1,M,L,3,A1Y,0.5,0.019571,0.000383,50,2,4,180,4,16,18,0.4,0.16,4.8,-0.1479,0.021862,1.214286,0.084321,0.304883,0.092953,1.214286,0.084321,0.289693,0.083922,9.85,-0.2632,0.0693,2,0.25,0.0643,2.5,0.56,0.3184,0.62482,0.3904,0.263379,0.069368,0.595353,0.354445,1
40,026-33911,4(2009-10),26-Jan-10,5:20,7:45,145,1,M,B,4,A1Y,0.49,0.009571,0.000092,49,1,1,172,-4,16,17.2,-0.4,0.16,4.8,-0.1479,0.021862,2.448276,0.38886,0.609422,0.371395,2.448276,0.38886,0.594232,0.353112,9.45,-0.6558,0.4301,2,0.25,0.0643,0,-1.94,3.747,0.961094,0.923701,1.304571,1.701906,-0.967301,0.935671,0
41,026-33920,3(2008-09),15-Apr-09,5:45,6:45,60,0,F,L,3,A1Y,0.42,-0.060429,0.003652,42,-6,36,153,-23,529,15.3,-2.3,5.29,6.4,1.4521,2.108719,1.021277,0.009143,0.229705,0.052764,1.021277,0.009143,0.214515,0.046017,11.78,1.6742,2.8031,1.5,-0.25,0.0607,2,0.06,0.0041,-3.486566,12.156139,-0.37664,0.141857,-0.072479,0.005253,1
42,026-33934,3(2008-09),24-Feb-09,6:33,11:06,273,0,F,I,3,A1Y,0.46,-0.020429,0.000417,46,-2,4,186,10,100,18.6,1,1,5,0.0521,0.002719,0.732143,-0.135404,0.085157,0.007252,0.732143,-0.135404,0.069968,0.004895,11.08,0.9706,0.942,2,0.25,0.0643,3,1.06,1.1327,-0.614653,0.377798,-0.952719,0.907674,0.710965,0.505471,1
43,026-34057,4(2009-10),20-Dec-09,4:58,7:30,152,0,F,pre,4,A1Y,0.5,0.019571,0.000383,50,2,4,172,-4,16,17.2,-0.4,0.16,4.4,-0.5479,0.300147,1.173913,0.069636,0.290198,0.084215,1.173913,0.069636,0.275008,0.075629,9.95,-0.1582,0.025,2,0.25,0.0643,3,1.06,1.1327,0.401012,0.16081,0.36091,0.130256,0.48835,0.238486,1
44,026-34083,3(2008-09),9-Apr-09,5:43,6:04,21,1,M,I,3,A1Y,0.47,-0.010429,0.000109,47,-1,1,175,-1,1,17.5,-0.1,0.01,4.6,-0.3479,0.121005,0.253165,-0.596597,-0.376035,0.141403,0.282051,-0.549672,-0.3443,0.118542,10.21,0.0973,0.0095,2,0.25,0.0643,1,-0.94,0.8756,0.255084,0.065068,-0.697434,0.486414,-1.20322,1.447739,1
45,026-34083,4(2009-10),23-Jan-10,5:18,9:43,265,1,M,B,4,A1Y,0.48,-0.000429,0,48,0,0,176,0,0,17.6,0,0,4.8,-0.1479,0.021862,4.555556,0.658541,0.879103,0.772822,4.555556,0.658541,0.863913,0.746346,10.13,0.0199,0.0004,1.5,-0.25,0.0607,1,-0.94,0.8756,0.179639,0.03227,1.725928,2.978826,0.153616,0.023598,0
46,026-34084,3(2008-09),19-Feb-09,6:31,11:18,287,1,M,I,3,A1Y,0.45,-0.030429,0.000926,45,-3,9,173,-3,9,17.3,-0.3,0.09,5,0.0521,0.002719,0.86,-0.065502,0.15506,0.024044,0.86,-0.065502,0.13987,0.019564,9.71,-0.4019,0.1615,2.5,0.75,0.5679,3.5,1.56,2.447,-0.475461,0.226063,-0.175554,0.030819,0.176016,0.030982,0
47,026-34091,4(2009-10),16-Dec-09,4:56,10:25,329,0,F,pre,4,A1Y,0.44,-0.040429,0.001634,44,-4,16,154,-22,484,15.4,-2.2,4.84,5.8,0.8521,0.726147,4.882353,0.688629,0.909191,0.826628,4.882353,0.688629,0.894001,0.799238,8.88,-1.2265,1.5042,1,-0.75,0.5572,3,1.06,1.1327,-1.860079,3.459893,3.325859,11.061335,0.903951,0.817128,0
48,026-36710,3(2008-09),20-Feb-09,6:32,9:27,175,0,F,L,3,A1Y,0.425,-0.055429,0.003072,42.5,-5.5,30.25,156,-20,400,15.6,-2,4,5.8,0.8521,0.726147,2.92,0.465383,0.685945,0.47052,2.92,0.465383,0.670755,0.449912,11.28,1.1726,1.3749,1,-0.75,0.5572,3,1.06,1.1327,-3.170902,10.054618,1.291473,1.667902,0.910529,0.829062,1
49,026-46307,4(2009-10),3-Mar-10,5:35,10:53,318,1,M,N,2,A1Y,0.48,-0.000429,0,48,0,0,190,14,196,19,1.4,1.96,4.4,-0.5479,0.300147,0.492537,-0.307561,-0.086999,0.007569,0.492537,-0.307561,-0.102189,0.010443,9.74,-0.3696,0.1366,2,0.25,0.0643,2,0.06,0.0041,1.040206,1.082028,-0.220199,0.048488,-0.092387,0.008535,1
50,026-46308,3(2008-09),26-Feb-09,6:34,10:27,233,1,M,I,2,A1Y,0.54,0.059571,0.003549,54,6,36,202,26,676,20.2,2.6,6.76,5.4,0.4521,0.204433,0.5,-0.30103,-0.080468,0.006475,0.5,-0.30103,-0.095658,0.00915,9.86,-0.2462,0.0606,1.5,-0.25,0.0607,2.5,0.56,0.3184,1.46344,2.141658,-0.499237,0.249237,1.842402,3.394447,1
51,026-46308,4(2009-10),9-Mar-10,5:37,9:00,203,1,M,I,3,A1Y,0.54,0.059571,0.003549,54,6,36,206,30,900,20.6,3,9,5.5,0.5521,0.304862,0.428571,-0.367977,-0.147415,0.021731,0.428571,-0.367977,-0.162605,0.02644,10.33,0.2166,0.0469,2,0.25,0.0643,0,-1.94,3.747,2.121897,4.502446,-1.433044,2.053615,0.299663,0.089798,0
52,026-46311,3(2008-09),24-Feb-09,6:33,10:18,225,1,M,L,1,1Y,0.5,0.019571,0.000383,50,2,4,196,20,400,19.6,2,4,5,0.0521,0.002719,0.229167,-0.639849,-0.419287,0.175801,0.229167,-0.639849,-0.434477,0.18877,9.86,-0.2462,0.0606,2,0.25,0.0643,4,2.06,4.2613,0.703286,0.494611,-1.266636,1.604366,1.445987,2.090878,1
53,026-46313,3(2008-09),12-Feb-09,6:29,8:50,141,0,F,L,2,A1Y,0.44,-0.040429,0.001634,44,-4,16,174,-2,4,17.4,-0.2,0.04,6.6,1.6521,2.729576,0.086957,-1.060698,-0.840136,0.705829,0.176471,-0.753328,-0.547956,0.300255,11.05,0.9358,0.8757,2.5,0.75,0.5679,4,2.06,4.2613,-2.248665,5.056493,-2.656136,7.05506,0.744243,0.553897,0
54,026-46317,4(2009-10),22-Feb-10,5:32,10:38,306,1,M,L,1,1Y,0.52,0.039571,0.001566,52,4,16,188,12,144,18.8,1.2,1.44,4.4,-0.5479,0.300147,1.325581,0.122406,0.342968,0.117627,1.325581,0.122406,0.327778,0.107439,10.72,0.61,0.3721,2,0.25,0.0643,3,1.06,1.1327,0.910768,0.829499,-0.417559,0.174355,1.240911,1.53986,1
55,026-46319,4(2009-10),22-Feb-10,5:32,9:09,217,1,M,I,2,A1Y,0.48,-0.000429,0,48,0,0,183,7,49,18.3,0.7,0.49,4.8,-0.1479,0.021862,0.851852,-0.069636,0.150926,0.022779,0.851852,-0.069636,0.135736,0.018424,9.62,-0.486,0.2362,1.5,-0.25,0.0607,3,1.06,1.1327,0.187103,0.035008,0.720314,0.518852,0.897655,0.805785,1
56,026-46322,3(2008-09),19-Feb-09,6:31,9:17,166,1,M,I,2,A1Y,0.47,-0.010429,0.000109,47,-1,1,168,-8,64,16.8,-0.8,0.64,5.4,0.4521,0.204433,0.240506,-0.618873,-0.398312,0.158652,0.240506,-0.618873,-0.413501,0.170983,10.09,-0.0192,0.0004,2,0.25,0.0643,2,0.06,0.0041,-0.611087,0.373427,-0.881622,0.777258,-0.530259,0.281175,1
